68839.21 24467.00 0.18971
68851.71 24467.00 0.19030
68864.21 24467.00 0.19159
65414.21 24492.00 0.15729
65426.71 24492.00 0.15710
65439.21 24492.00 0.15708
65451.71 24492.00 0.15689
65464.21 24492.00 0.15690
65476.71 24492.00 0.15665
65489.21 24492.00 0.15655
65501.71 24492.00 0.15656
65514.21 24492.00 0.15671
65526.71 24492.00 0.15639
65539.21 24492.00 0.15629
65551.71 24492.00 0.15605
65564.21 24492.00 0.15606
65576.71 24492.00 0.15583
65589.21 24492.00 0.15582
65601.71 24492.00 0.15574
65614.21 24492.00 0.15586
65626.71 24492.00 0.15571
65639.21 24492.00 0.15578
65651.71 24492.00 0.15470
65664.21 24492.00 0.15339
65676.71 24492.00 0.15338
65689.21 24492.00 0.15377
65701.71 24492.00 0.15379
65714.21 24492.00 0.15422
65726.71 24492.00 0.15436
65739.21 24492.00 0.15489
65751.71 24492.00 0.15531
65764.21 24492.00 0.15584
65776.71 24492.00 0.15628
65789.21 24492.00 0.15717
65801.71 24492.00 0.15701
65814.21 24492.00 0.15733
65826.71 24492.00 0.15721
65839.21 24492.00 0.15757
65851.71 24492.00 0.15725
65864.21 24492.00 0.15744
65876.71 24492.00 0.15758
65889.21 24492.00 0.15789
65901.71 24492.00 0.15776
65914.21 24492.00 0.15814
65926.71 24492.00 0.15777
65939.21 24492.00 0.15776
65951.71 24492.00 0.15774
65964.21 24492.00 0.15796
65976.71 24492.00 0.15821
65989.21 24492.00 0.15863
66001.71 24492.00 0.15935
66014.21 24492.00 0.16011
66026.71 24492.00 0.16030
66039.21 24492.00 0.16069
66051.71 24492.00 0.16076
66064.21 24492.00 0.16104
66076.71 24492.00 0.16107
66089.21 24492.00 0.16135
66101.71 24492.00 0.16134
66114.21 24492.00 0.16153
66126.71 24492.00 0.16175
66139.21 24492.00 0.16226
66151.71 24492.00 0.16203
66164.21 24492.00 0.16238
66176.71 24492.00 0.16170
66189.21 24492.00 0.16163
66201.71 24492.00 0.16099
66214.21 24492.00 0.16088
66226.71 24492.00 0.15995
66239.21 24492.00 0.15950
66251.71 24492.00 0.15876
66264.21 24492.00 0.15844
66276.71 24492.00 0.15726
66289.21 24492.00 0.15631
66301.71 24492.00 0.15530
66314.21 24492.00 0.15456
66326.71 24492.00 0.15398
66339.21 24492.00 0.15355
66351.71 24492.00 0.15376
66364.21 24492.00 0.15430
66376.71 24492.00 0.15368
66389.21 24492.00 0.15362
66401.71 24492.00 0.15317
66414.21 24492.00 0.15315
66426.71 24492.00 0.15291
66439.21 24492.00 0.15265
66451.71 24492.00 0.15225
66464.21 24492.00 0.15154
66476.71 24492.00 0.15148
66489.21 24492.00 0.15112
66501.71 24492.00 0.15122
66514.21 24492.00 0.15098
66526.71 24492.00 0.15138
66539.21 24492.00 0.15133
66551.71 24492.00 0.15217
66564.21 24492.00 0.15263
66576.71 24492.00 0.15367
66589.21 24492.00 0.15440
66601.71 24492.00 0.15393
66614.21 24492.00 0.15366
66626.71 24492.00 0.15428
66639.21 24492.00 0.15476
66651.71 24492.00 0.15504
66664.21 24492.00 0.15536
66676.71 24492.00 0.15532
66689.21 24492.00 0.15549
66701.71 24492.00 0.15532
66714.21 24492.00 0.15544
66726.71 24492.00 0.15511
66739.21 24492.00 0.15517
66751.71 24492.00 0.15453
66764.21 24492.00 0.15452
66776.71 24492.00 0.15376
66789.21 24492.00 0.15340
66801.71 24492.00 0.15618
66814.21 24492.00 0.16066
66826.71 24492.00 0.16062
66839.21 24492.00 0.16095
66851.71 24492.00 0.16035
66864.21 24492.00 0.16026
66876.71 24492.00 0.15957
66889.21 24492.00 0.15950
66901.71 24492.00 0.15878
66914.21 24492.00 0.15861
66926.71 24492.00 0.15852
66939.21 24492.00 0.15893
66951.71 24492.00 0.15915
66964.21 24492.00 0.15986
66976.71 24492.00 0.15967
66989.21 24492.00 0.16020
67001.71 24492.00 0.15785
67014.21 24492.00 0.15657
67026.71 24492.00 0.15605
67039.21 24492.00 0.15629
67051.71 24492.00 0.15592
67064.21 24492.00 0.15600
